datetime,portfolio_value,cash,return
2023-06-01 09:30:00-04:00,100000.0,100000.0,
2023-06-02 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-03 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-06 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-07 09:30:00-04:00,100207.08871459961,50079.60842895508,0.0020708871459960143
2023-06-08 09:30:00-04:00,99994.14785766602,50079.60842895508,-0.0021250079177539405
2023-06-09 09:30:00-04:00,100384.92742919922,50079.60842895508,0.00390802441848348
2023-06-10 09:30:00-04:00,100384.92742919922,50079.60842895508,0.0
2023-06-12 09:30:00-04:00,100497.25,50079.60842895508,0.001118918683086223
2023-06-13 09:30:00-04:00,100242.0503540039,125490.6107788086,-0.00253936944539368
2023-06-14 09:30:00-04:00,100144.03021240234,125490.6107788086,-0.0009778345639919195
2023-06-15 09:30:00-04:00,100183.47155761719,125490.6107788086,0.00039384619463778137
2023-06-16 09:30:00-04:00,99795.45141601562,125490.6107788086,-0.003873095387580072
2023-06-17 09:30:00-04:00,99795.45141601562,125490.6107788086,0.0
2023-06-20 09:30:00-04:00,100023.50607080078,125395.6067788086,0.0022852209349149
2023-06-21 09:30:00-04:00,100098.32656640625,125395.6067788086,0.000748029123799343
2023-06-22 09:30:00-04:00,100226.50607080078,125395.6067788086,0.0012805359369270075
2023-06-23 09:30:00-04:00,100285.66720361328,125395.6067788086,0.0005902743209535988
2023-06-24 09:30:00-04:00,100285.66720361328,125395.6067788086,0.0
2023-06-26 09:30:00-04:00,100303.64706201172,125395.6067788086,0.00017928642147757579
2023-06-27 09:30:00-04:00,100319.30642480469,125395.6067788086,0.00015611957542560617
2023-06-28 09:30:00-04:00,100162.7074868164,125395.6067788086,-0.0015610049906561452
2023-06-29 09:30:00-04:00,100109.92727441406,125395.6067788086,-0.000526944745471214
2023-06-30 09:30:00-04:00,99002.96505517577,188173.84554833983,-0.01105746702026833
2023-07-01 09:30:00-04:00,99002.96505517577,188173.84554833983,0.0
2023-07-03 09:30:00-04:00,98704.00283593748,188173.84554833983,-0.003019729955276218
2023-07-04 09:30:00-04:00,98704.00283593748,188173.84554833983,0.0
2023-07-05 09:30:00-04:00,98908.02480859373,188173.84554833983,0.00206700809282645
2023-07-06 09:30:00-04:00,99411.00283593748,188173.84554833983,0.00508531060363504
2023-07-07 09:30:00-04:00,99570.5845620117,188173.84554833983,0.001605272268881297
2023-07-08 09:30:00-04:00,99570.5845620117,188173.84554833983,0.0
2023-07-10 09:30:00-04:00,99661.48702783202,188173.84554833983,0.0009129449849085702
2023-07-11 09:30:00-04:00,99202.94308251952,188173.84554833983,-0.0046010144840046285
2023-07-12 09:30:00-04:00,98003.06258935545,188173.84554833983,-0.012095210644768595
2023-07-13 09:30:00-04:00,97698.04678124998,188173.84554833983,-0.003112308942665565
2023-07-14 09:30:00-04:00,97176.88332910155,188173.84554833983,-0.005334430618816222
2023-07-15 09:30:00-04:00,97176.88332910155,188173.84554833983,0.0
2023-07-17 09:30:00-04:00,97449.5845620117,188173.84554833983,0.0028062356351419293
2023-07-18 09:30:00-04:00,97172.84554833983,188173.84554833983,-0.0028398172749086736
2023-07-19 09:30:00-04:00,96409.3753243408,161930.8167305908,-0.00785682687062228
2023-07-20 09:30:00-04:00,96530.33479699705,161930.8167305908,0.0012546442941812064
2023-07-21 09:30:00-04:00,96560.57796105955,161930.8167305908,0.0003133021772492306
2023-07-22 09:30:00-04:00,96560.57796105955,161930.8167305908,0.0
2023-07-24 09:30:00-04:00,96645.5374337158,161930.8167305908,0.0008798567122341172
2023-07-25 09:30:00-04:00,96566.33479699705,161930.8167305908,-0.0008195167497834221
2023-07-26 09:30:00-04:00,96487.13655480955,161930.8167305908,-0.0008201434004303509
2023-07-27 09:30:00-04:00,95831.93831262205,161930.8167305908,-0.006790524266572229
2023-07-28 09:30:00-04:00,95831.93831262205,95831.93831262205,0.0
2023-07-29 09:30:00-04:00,95831.93831262205,95831.93831262205,0.0
2023-07-31 09:30:00-04:00,95831.93831262205,95831.93831262205,0.0
2023-08-01 09:30:00-04:00,95831.93831262205,95831.93831262205,0.0
2023-08-02 09:30:00-04:00,96149.0371590576,143740.2871590576,0.003308905694895836
2023-08-03 09:30:00-04:00,96696.0862618408,143740.2871590576,0.005689595225776722
2023-08-04 09:30:00-04:00,96414.68703088377,143740.2871590576,-0.002910140853012777
2023-08-05 09:30:00-04:00,96414.68703088377,143740.2871590576,0.0
2023-08-07 09:30:00-04:00,96625.7380562744,143740.2871590576,0.0021889924853775167
2023-08-08 09:30:00-04:00,96691.8885689697,143740.2871590576,0.0006846055101465964
